SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_4967,1_4967_c_02,"Well, that shouldn't be too hard. He's such a cutie.",0:11,BERNADETTE,BBT,,,,,,
1_4967,1_4967_c_03,"Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.
",0:18,RAJ,BBT,,,,,,
1_4967,1_4967_c_04,Labradoodle?,0:2,HOWARD,BBT,,,,,,
1_4967,1_4967_u,We might be starting to zero in on your problem.,0:05,LEONARD,BBT,1,PRO,Disgust,Neutral,3,6
1_4995,1_4995_c_00,Why not? It seems like you're improvising your entire curriculum.,0:02,SHELDON,BBT,,,,,,
1_4995,1_4995_c_01,This is all about listening and responding.,0:06,PENNY,BBT,,,,,,
1_4995,1_4995_c_02,Gotcha.,0:08,SHELDON,BBT,,,,,,
1_4995,1_4995_c_03,"I'm going to create a character and a situation, and you just jump in when you feel it.",0:1,PENNY,BBT,,,,,,
1_4995,1_4995_c_04,All right.,0:11,SHELDON,BBT,,,,,,
1_4995,1_4995_c_05,All right.,0:12,PENNY,BBT,,,,,,
1_4995,1_4995_c_06,Action.,0:13,SHELDON,BBT,,,,,,
1_4995,1_4995_c_07,"Okay, it's not a movie. It's improv. So no one calls ""action.""",0:2,PENNY,BBT,,,,,,
1_4995,1_4995_u,"Hey, you taught me something. Who would have thought it?",0:06,SHELDON,BBT,1,PRO,Disgust,Happiness,4,6
1_5058,1_5058_c_00,"Yes, I live with him.
I don't... I-I really don't know why.",0:05,LEONARD,BBT,,,,,,
1_5058,1_5058_c_01,"Tonight? Sure, that'd be great. Okay, I'll see you then. Bye.",0:18,LEONARD,BBT,,,,,,
1_5058,1_5058_c_02,She wants to have dinner and talk about my research.,0:21,LEONARD,BBT,,,,,,
1_5058,1_5058_u,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",0:09,SHELDON,BBT,1,EMB,Disgust,Surprise,3,7
1_506,1_506_c_00,I'm with you. I just have to make sure if I'm a synthetic human I'd still be Jewish.,0:05,HOWARD,BBT,,,,,,
1_506,1_506_c_01,I promised my mother.,0:08,HOWARD,BBT,,,,,,
1_506,1_506_c_02,I suppose you could have your android penis circumcised.,0:13,RAJ,BBT,,,,,,
1_506,1_506_c_03,But that's something your rabbi would have to discuss with the manufacturer.,0:19,RAJ,BBT,,,,,,
1_506,1_506_u,Not to mention you'd have to power down on saturdays.,0:04,SHELDON,BBT,0,NONE,Sadness,Sadness,4,6
1_507,1_507_c_00,I promised my mother.,0:02,HOWARD,BBT,,,,,,
1_507,1_507_c_01,I suppose you could have your android penis circumcised.,0:08,RAJ,BBT,,,,,,
1_507,1_507_c_02,But that's something your rabbi would have to discuss with the manufacturer.,0:13,RAJ,BBT,,,,,,
1_507,1_507_c_03,Not to mention you'd have to power down on saturdays.,0:16,SHELDON,BBT,,,,,,
1_507,1_507_c_04,"Sheldon, why is this letter in the trash?",0:2,LEONARD,BBT,,,,,,
1_507,1_507_u,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.",0:09,SHELDON,BBT,1,EMB,Frustration,Neutral,3,7
1_5109,1_5109_c_00,"That's very nice of you, but I made other plans.",0:02,HOWARD,BBT,,,,,,
1_5109,1_5109_c_01,"Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.",0:09,SHELDON,BBT,,,,,,
1_5109,1_5109_c_02,"Hi, Howard. Hi, Sheldon.",0:13,PERSON,BBT,,,,,,
1_5109,1_5109_c_03,Hello. Hey.,0:14,SHELDON,BBT,,,,,,
1_5109,1_5109_c_04,Why are you holding hands? I forbid you to hold hands.,0:16,RAJ,BBT,,,,,,
1_5109,1_5109_c_05,"Rajesh, you know Leonard and I spent the night together.",0:2,PERSON,BBT,,,,,,
1_5109,1_5109_u,"Yeah, but you were just sleeping, because I forboded you to have sex.",0:05,RAJ,BBT,0,NONE,Anger,Anger,4,6
1_5134,1_5134_c_00,"Thank you, Leonard. That doesn't make it sound boring at all.",0:04,PERSON,BBT,,,,,,
1_5134,1_5134_c_01,"So, how you holding up?",0:08,AMY,BBT,,,,,,
1_5134,1_5134_c_02,I'm fine.,0:11,PENNY,BBT,,,,,,
1_5134,1_5134_c_03,"Oh, who are you kidding? She's breathtaking.",0:14,AMY,BBT,,,,,,
1_5134,1_5134_c_04,"So, Penny, Leonard tells me you're an actress. That must be pretty exciting.",0:2,PERSON,BBT,,,,,,
1_5134,1_5134_u,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",0:08,PENNY,BBT,1,PRO,Disgust,Happiness,3,6
1_5156,1_5156_c_00,"The audible sigh is a show of exasperation, right?",0:03,SHELDON,BBT,,,,,,
1_5156,1_5156_c_01,Right.,0:04,LEONARD,BBT,,,,,,
1_5156,1_5156_c_02,Is it about me or the dead pixels?,0:07,SHELDON,BBT,,,,,,
1_5156,1_5156_c_03,"Hey, you're just in time. We made Tex-Mex.",0:11,RAJ,BBT,,,,,,
1_5156,1_5156_c_04,"Oh, sounds great.",0:12,LEONARD,BBT,,,,,,
1_5156,1_5156_c_05,"Oh, Indians making Tex-Mex.",0:14,SHELDON,BBT,,,,,,
1_5156,1_5156_c_06,Might as well have had the Chinese pizza.,0:16,SHELDON,BBT,,,,,,
1_5156,1_5156_c_07,"Hey, you.",0:22,PERSON,BBT,,,,,,
1_5156,1_5156_u,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?",0:09,HOWARD,BBT,1,EMB,Disgust,Happiness,3,7
1_5166,1_5166_c_00,"but the driver didn't look at all like the photograph on his license, so I leapt out and ran for it.",0:06,SHELDON,BBT,,,,,,
1_5166,1_5166_c_01,Wise.,0:07,AMY,BBT,,,,,,
1_5166,1_5166_c_02,There you go. Just like recovering alcoholics drink in the Caribbean.,0:11,PENNY,BBT,,,,,,
1_5166,1_5166_c_03,"Hi, bestie.",0:14,AMY,BBT,,,,,,
1_5166,1_5166_c_04,"Oh. Hi, Amy. How you been?",0:16,PENNY,BBT,,,,,,
1_5166,1_5166_c_05,"Fine. From this angle, I can see up your nose.",0:21,AMY,BBT,,,,,,
1_5166,1_5166_u,"Yeah, it's a great time to be alive, isn't it?",0:04,PENNY,BBT,1,PRO,Disgust,Happiness,2,7
1_5169,1_5169_c_00,Your flaring nostrils indicate otherwise.,0:02,AMY,BBT,,,,,,
1_5169,1_5169_c_01,Cluck-cluck-cluck.,0:06,SHELDON,BBT,,,,,,
1_5169,1_5169_c_02,"Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes.",0:14,AMY,BBT,,,,,,
1_5169,1_5169_c_03,Leonard the nucleus? That makes no sense.,0:17,SHELDON,BBT,,,,,,
1_5169,1_5169_c_04,I'm the whimsical elf that everyone looks to for a good time.,0:23,SHELDON,BBT,,,,,,
1_5169,1_5169_u,I'm not saying that you're not fun. You're the most fun person I know.,0:05,AMY,BBT,0,NONE,Excitement,Excitement,6,6
1_5211,1_5211_c_00,"Um, no.",0:01,BERNADETTE,BBT,,,,,,
1_5211,1_5211_c_01,You should get one.,0:02,AMY,BBT,,,,,,
1_5211,1_5211_c_02,What's that?,0:05,BERNADETTE,BBT,,,,,,
1_5211,1_5211_c_03,It appears to be something preserved between two pieces of acrylic.,0:09,AMY,BBT,,,,,,
1_5211,1_5211_c_04,"Oh, it's a snowflake from the North Pole. Leonard gave it to me last year.",0:13,PENNY,BBT,,,,,,
1_5211,1_5211_c_05,"Oh, God, that is so romantic.",0:15,BERNADETTE,BBT,,,,,,
1_5211,1_5211_c_06,"Yeah, it was.",0:17,PENNY,BBT,,,,,,
1_5211,1_5211_c_07,Leonard's really one of a kind.,0:2,BERNADETTE,BBT,,,,,,
1_5211,1_5211_u,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",0:05,AMY,BBT,1,PRO,Disgust,Neutral,3,6
1_5212,1_5212_c_00,"Baby, you're not that kind",0:03,PERSON1,BBT,,,,,,
1_5212,1_5212_c_01,Don't go breaking my heart,0:08,PERSON1,BBT,,,,,,
1_5212,1_5212_c_02,"Anybody do ""Walking on Sunshine"" yet?",0:12,PERSON2,BBT,,,,,,
1_5212,1_5212_c_03,No,0:15,SHELDON,BBT,,,,,,
1_5212,1_5212_c_04,Dibs.,0:19,PERSON2,BBT,,,,,,
1_5212,1_5212_u,"I'm sorry, Sheldon bought a loom and learned how to weave?",0:05,PERSON3,BBT,0,NONE,Surprise,Surprise,6,6
1_533,1_533_c_00,"Because it's not a costume, it's a flight suit.",0:02,LEONARD,BBT,,,,,,
1_533,1_533_c_01,"Ok, alright, moving on.",0:07,PENNY,BBT,,,,,,
1_533,1_533_c_02,"Oh, wow. A paisley shirt.",0:1,PENNY,BBT,,,,,,
1_533,1_533_c_03,It goes with my corduroy suit.,0:12,LEONARD,BBT,,,,,,
1_533,1_533_c_04,"If you mean it should end up in the same place, then I agree.",0:17,PENNY,BBT,,,,,,
1_533,1_533_c_05,Is this your only tie?,0:2,PENNY,BBT,,,,,,
1_533,1_533_u,"Technically, yes. But, if you'll notice... It's reversible!",0:07,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_536,1_536_c_00,Hey Sheldon.,0:13,PENNY,BBT,,,,,,
1_536,1_536_c_01,Hello Penny.,0:15,SHELDON,BBT,,,,,,
1_536,1_536_c_02,Get anything good?,0:2,PENNY,BBT,,,,,,
1_536,1_536_u,Just the latest copy of Applied Particle Physics quarterly.,0:08,SHELDON,BBT,1,PRO,Frustration,Neutral,4,5
1_537,1_537_c_00,Hey Sheldon.,0:09,PENNY,BBT,,,,,,
1_537,1_537_c_01,Hello Penny.,0:11,SHELDON,BBT,,,,,,
1_537,1_537_c_02,Get anything good?,0:16,PENNY,BBT,,,,,,
1_537,1_537_c_03,Just the latest copy of Applied Particle Physics quarterly.,0:2,SHELDON,BBT,,,,,,
1_537,1_537_u,"Oh, you know, that is so weird that yours came and mine didn't.",0:04,PENNY,BBT,1,PRO,Ridicule,Sadness,4,7
1_5496,1_5496_c_00,That bitch is crafty.,0:01,AMY,BBT,,,,,,
1_5496,1_5496_c_01,You think?,0:05,BERNADETTE,BBT,,,,,,
1_5496,1_5496_c_02,Of course. How does the cheetah attack a herd of wildebeests? By going after its weakest member.,0:11,AMY,BBT,,,,,,
1_5496,1_5496_c_03,"Well, what makes me the weakest member?",0:15,BERNADETTE,BBT,,,,,,
1_5496,1_5496_c_04,Your trusting nature coupled with your teeny-tiny body. You wouldn't last a minute on the Serengeti.,0:22,AMY,BBT,,,,,,
1_5496,1_5496_u,"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.",0:18,PENNY,BBT,1,EMB,Anger,Neutral,3,8
1_5571,1_5571_c_00,"The backwash into this glass is every pathogen that calls your mouth home, sweet home.",0:05,SHELDON,BBT,,,,,,
1_5571,1_5571_c_01,Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend.,0:1,SHELDON,BBT,,,,,,
1_5571,1_5571_c_02,Hey! That's my sister and my country you're talking about.,0:14,RAJ,BBT,,,,,,
1_5571,1_5571_c_03,"Leonard may have defiled one, but I won't have you talking smack about the other.",0:18,RAJ,BBT,,,,,,
1_5571,1_5571_c_04,You guys ready to order?,0:21,BERNADETTE,BBT,,,,,,
1_5571,1_5571_u,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",0:07,SHELDON,BBT,1,PRO,Disgust,Excitement,3,8
1_5572,1_5572_c_00,of your subtropical girlfriend.,0:01,SHELDON,BBT,,,,,,
1_5572,1_5572_c_01,Hey! That's my sister and my country you're talking about.,0:06,RAJ,BBT,,,,,,
1_5572,1_5572_c_02,"Leonard may have defiled one, but I won't have you talking smack about the other.",0:1,RAJ,BBT,,,,,,
1_5572,1_5572_c_03,You guys ready to order?,0:12,BERNADETTE,BBT,,,,,,
1_5572,1_5572_c_04,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",0:19,SHELDON,BBT,,,,,,
1_5572,1_5572_c_05,I don't understand.,0:22,BERNADETTE,BBT,,,,,,
1_5572,1_5572_u,"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",0:06,SHELDON,BBT,1,PRO,Disgust,Neutral,3,9
1_5580,1_5580_c_00,I was thinking of weaving it into her eulogy.,0:02,HOWARD,BBT,,,,,,
1_5580,1_5580_c_01,"Howard, you've got to tell your mother.",0:06,PERSON,BBT,,,,,,
1_5580,1_5580_c_02,"Hey, have you told your parents you're dating this short glass of skim milk here?",0:1,HOWARD,BBT,,,,,,
1_5580,1_5580_c_03,"Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.",0:2,PERSON,BBT,,,,,,
1_5580,1_5580_u,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",0:06,HOWARD,BBT,1,PRO,Anger,Happiness,3,8
1_5581,1_5581_c_00,"Hey, have you told your parents you're dating this short glass of skim milk here?",0:04,HOWARD,BBT,,,,,,
1_5581,1_5581_c_01,"Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.",0:11,PERSON,BBT,,,,,,
1_5581,1_5581_c_02,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",0:2,HOWARD,BBT,,,,,,
1_5581,1_5581_u,I gargled with tequila and may have swallowed a teeny bit.,0:04,SHELDON,BBT,0,NONE,Sadness,Sadness,4,6
1_5617,1_5617_c_00,"Yeah, I'm saying, it'd be easier to lift a car.",0:01,PENNY,BBT,,,,,,
1_5617,1_5617_c_01,"What can I tell you? After I found the courage to put her pants back on, I was unstoppable.",0:08,HOWARD,BBT,,,,,,
1_5617,1_5617_c_02,"So, how is she?",0:12,LEONARD,BBT,,,,,,
1_5617,1_5617_c_03,They're running tests-- I don't know.,0:13,HOWARD,BBT,,,,,,
1_5617,1_5617_c_04,It may have been a heart attack or heart-attack-like event.,0:18,HOWARD,BBT,,,,,,
1_5617,1_5617_c_05,What's the difference?,0:19,PENNY,BBT,,,,,,
1_5617,1_5617_c_06,A heart-attack-like event is an event that's like a heart attack.,0:22,SHELDON,BBT,,,,,,
1_5617,1_5617_u,Thanks for clearing that up,0:04,PENNY,BBT,1,PRO,Disgust,Happiness,3,8
1_5627,1_5627_c_00,You mean when he was little.,0:01,PENNY,BBT,,,,,,
1_5627,1_5627_c_01,Not as little as you'd want him to be.,0:03,PERSON,BBT,,,,,,
1_5627,1_5627_c_02,"You know, this stuff is horrible.
You want to see if we can find the cafeteria and get real coffee? Sure.",0:1,PENNY,BBT,,,,,,
1_5627,1_5627_c_03,"We're going to the cafeteria to get some coffee. 
You want anything?",0:13,PERSON,BBT,,,,,,
1_5627,1_5627_c_04,I'm fine.,0:14,LEONARD,BBT,,,,,,
1_5627,1_5627_c_05,That's nice that they're getting along.,0:17,RAJ,BBT,,,,,,
1_5627,1_5627_u,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",0:04,RAJ,BBT,1,PRO,Disgust,Happiness,3,7
1_5679,1_5679_c_00,the organism responsible for Michelob Lite.,0:02,AMY,BBT,,,,,,
1_5679,1_5679_c_01,Is there something wrong with your neck?,0:06,AMY,BBT,,,,,,
1_5679,1_5679_c_02,It's a little stiff.,0:08,SHELDON,BBT,,,,,,
1_5679,1_5679_c_03,What a remarkably fragile structure to support such a valuable payload.,0:12,SHELDON,BBT,,,,,,
1_5679,1_5679_c_04,Not unlike balancing a Faberge egg on a Pixie Stick.,0:17,SHELDON,BBT,,,,,,
1_5679,1_5679_c_05,Have you considered massage?,0:21,AMY,BBT,,,,,,
1_5679,1_5679_u,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",0:09,SHELDON,BBT,1,EMB,Frustration,Neutral,3,8
1_5699,1_5699_c_00,And a living will and durable power of attorney.,0:02,SHELDON,BBT,,,,,,
1_5699,1_5699_c_01,"This says you can make ""end of life"" decisions for me.",0:07,RAJ,BBT,,,,,,
1_5699,1_5699_c_02,"As your friend, let's hope it doesn't come to that. 
Please sign.",0:12,SHELDON,BBT,,,,,,
1_5699,1_5699_c_03,Did you sign this?,0:14,RAJ,BBT,,,,,,
1_5699,1_5699_c_04,"There's a reciprocity clause.
You get to pull the plug on him, too.",0:18,LEONARD,BBT,,,,,,
1_5699,1_5699_c_05,"Well, that seems fair.",0:22,RAJ,BBT,,,,,,
1_5699,1_5699_u,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",0:13,SHELDON,BBT,1,EMB,Anger,Happiness,2,8
1_5751,1_5751_c_00,What the hell is wrong with you?!,0:01,BERNADETTE,BBT,,,,,,
1_5751,1_5751_c_01,"Well...
You were always so nice to me, I thought maybe you liked me.",0:03,RAJ,BBT,,,,,,
1_5751,1_5751_c_02,I'm nice to everyone!,0:06,BERNADETTE,BBT,,,,,,
1_5751,1_5751_c_03,I'm sorry.,0:09,RAJ,BBT,,,,,,
1_5751,1_5751_c_04,"Damn right, you're sorry!",0:11,BERNADETTE,BBT,,,,,,
1_5751,1_5751_c_05,And you tell Howard there's never been anything between us!,0:14,BERNADETTE,BBT,,,,,,
1_5751,1_5751_c_06,"I will. Hey, Bernadette?",0:17,RAJ,BBT,,,,,,
1_5751,1_5751_c_07,What?!,0:18,BERNADETTE,BBT,,,,,,
1_5751,1_5751_c_08,Do you think I have a shot with Penny?,0:2,RAJ,BBT,,,,,,
1_5751,1_5751_u,Of course you do. You're a cutie pie! Any girl would be lucky to have you!,0:06,BERNADETTE,BBT,0,NONE,Anger,Anger,3,8
1_5758,1_5758_c_00,It's like a waterfall of liquid gold.,0:02,AMY,BBT,,,,,,
1_5758,1_5758_c_01,My turn.,0:05,AMY,BBT,,,,,,
1_5758,1_5758_c_02,"You know, I don't even know what the point of me staying in L.A. is.",0:14,PENNY,BBT,,,,,,
1_5758,1_5758_c_03,I haven't gotten a single acting job since I moved out here.,0:16,PENNY,BBT,,,,,,
1_5758,1_5758_c_04,"The closest I came was last month, I got a callback for a hemorrhoid commercial.",0:21,PENNY,BBT,,,,,,
1_5758,1_5758_u,"Oh, I could so see you being the face of hemorrhoids.",0:05,AMY,BBT,1,PRO,Disgust,Neutral,3,7
1_5786,1_5786_c_00,What are you doing?,0:01,SHELDON,BBT,,,,,,
1_5786,1_5786_c_01,"Oh, uh, Priya's calling in a few minutes on Skype, and we are gonna have a dinner date.",0:06,LEONARD,BBT,,,,,,
1_5786,1_5786_c_02,"It's 8:00 in the morning in Mumbai. 
How can she have dinner?",0:11,SHELDON,BBT,,,,,,
1_5786,1_5786_c_03,"Fine, whatever. 
Priya will be having breakfast.",0:14,LEONARD,BBT,,,,,,
1_5786,1_5786_u,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0:15,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_5880,1_5880_c_00,"Oh, sweetie, guests don't normally wear corsages to a wedding. 
That's more of a prom thing.",0:07,PENNY,BBT,,,,,,
1_5880,1_5880_c_01,"I never went to my prom. 
My mom paid my cousin to take me, but he just used the money to buy drugs.",0:11,AMY,BBT,,,,,,
1_5880,1_5880_c_02,Put the corsage on her.,0:15,PENNY,BBT,,,,,,
1_5880,1_5880_c_03,Amy this is for you.,0:21,LEONARD,BBT,,,,,,
1_5880,1_5880_u,"When you're done copping a feel, that goes on my wrist.",0:04,AMY,BBT,1,PRO,Disgust,Excitement,4,7
1_5919,1_5919_c_00,Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas.,0:05,RAJ,BBT,,,,,,
1_5919,1_5919_c_01,"Eat another pie, you'll have your own bazongas.",0:09,HOWARD,BBT,,,,,,
1_5919,1_5919_c_02,That's cruel.,0:11,RAJ,BBT,,,,,,
1_5919,1_5919_c_03,You know it goes straight to my hips.,0:13,RAJ,BBT,,,,,,
1_5919,1_5919_c_04,"Gentlemen, please focus.",0:16,SHELDON,BBT,,,,,,
1_5919,1_5919_c_05,You're facing a fire-breathing dragon.,0:18,SHELDON,BBT,,,,,,
1_5919,1_5919_c_06,I don't know if I want to play anymore.,0:21,RAJ,BBT,,,,,,
1_5919,1_5919_u,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0:08,SHELDON,BBT,0,NONE,Frustration,Frustration,4,6
1_5953,1_5953_c_00,because you no longer wear underpants.,0:02,LEONARD,BBT,,,,,,
1_5953,1_5953_c_01,The dice giveth and the dice taketh away.,0:08,SHELDON,BBT,,,,,,
1_5953,1_5953_c_02,Is Raj out with Emily again?,0:11,PENNY,BBT,,,,,,
1_5953,1_5953_c_03,"Yeah, every night for the last month.",0:13,LEONARD,BBT,,,,,,
1_5953,1_5953_c_04,"Wow, can't believe he has a girlfriend.",0:16,PENNY,BBT,,,,,,
1_5953,1_5953_c_05,Me neither.,0:19,SHELDON,BBT,,,,,,
1_5953,1_5953_u,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0:07,HOWARD,BBT,0,NONE,Happiness,Happiness,6,6
1_5964,1_5964_c_00,Wow.,0:01,HOWARD,BBT,,,,,,
1_5964,1_5964_c_01,You're engaged to my friend.,0:05,PENNY,BBT,,,,,,
1_5964,1_5964_c_02,"Hey, Bernadette doesn't mind where I get my motor running, as long as I park in the right garage.",0:19,HOWARD,BBT,,,,,,
1_5964,1_5964_c_03,I can't believe you're engaged to my friend.,0:19,PENNY,BBT,,,,,,
1_5964,1_5964_u,Smart. Whisper so the deaf chick can't hear you.,0:04,HOWARD,BBT,1,PRO,Disgust,Happiness,4,7
1_60,1_60_c_00,I never would have identified the fingerprints of string theory in the aftermath of the Big Bang.,0:05,LEONARD,BBT,,,,,,
1_60,1_60_c_01,My apologies. What's your plan?,0:22,SHELDON,BBT,,,,,,
1_60,1_60_u,It's just a privilege to watch your mind at work.,0:04,SHELDON,BBT,1,ILL,Disgust,Excitement,2,7
1_6020,1_6020_c_00,What differences does it make if Leonard goes to Wil Wheaton's party?,0:02,AMY,BBT,,,,,,
1_6020,1_6020_c_01,Wil Wheaton is Sheldon's mortal enemy.,0:04,PENNY,BBT,,,,,,
1_6020,1_6020_c_02,Mortal enemy?,0:05,AMY,BBT,,,,,,
1_6020,1_6020_c_03,"Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy?",0:13,AMY,BBT,,,,,,
1_6020,1_6020_c_04,"In fact, I have 61 of them.",0:15,SHELDON,BBT,,,,,,
1_6020,1_6020_c_05,Would you like to see the list?,0:18,SHELDON,BBT,,,,,,
1_6020,1_6020_c_06,"Oh, say no, say no, say no, say no.",0:2,PENNY,BBT,,,,,,
1_6020,1_6020_u,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,0:11,SHELDON,BBT,1,PRO,Anger,Neutral,3,8
1_6032,1_6032_c_00,What choice did I have? She went behind my back and turned my own mother against me.,0:03,HOWARD,BBT,,,,,,
1_6032,1_6032_c_01,"Wow. You're not only our first astronaut.
You're also the first one of us to kick a girl out of bed.",0:09,RAJ,BBT,,,,,,
1_6032,1_6032_c_02,You're like a rock star.,0:13,RAJ,BBT,,,,,,
1_6032,1_6032_c_03,Little bit.,0:16,HOWARD,BBT,,,,,,
1_6032,1_6032_c_04,"I hate to say it, but she did kind of betray you.",0:2,LEONARD,BBT,,,,,,
1_6032,1_6032_u,"You see betrayal in others, but not yourself.",0:05,SHELDON,BBT,1,PRO,Disgust,Excitement,2,8
1_6039,1_6039_c_00,He can't go to space.,0:03,BERNADETTE,BBT,,,,,,
1_6039,1_6039_c_01,He's like a baby bird.,0:06,BERNADETTE,BBT,,,,,,
1_6039,1_6039_c_02,Do you know he once got an asthma attack from reading an old library book?,0:12,BERNADETTE,BBT,,,,,,
1_6039,1_6039_c_03,You're kidding.,0:15,AMY,BBT,,,,,,
1_6039,1_6039_c_04,"No, I was there that day.",0:17,PENNY,BBT,,,,,,
1_6039,1_6039_c_05,Sheldon threw his back out handing him that book.,0:21,PENNY,BBT,,,,,,
1_6039,1_6039_u,I don't know what I'm going to do. I don't want to break up over this.,0:05,BERNADETTE,BBT,0,NONE,Sadness,Sadness,3,7
1_6065,1_6065_c_00,"All-you-can-eat Last Supper Buffet. 
And my personal favorite, Gunning with God.",0:04,PERSON,BBT,,,,,,
1_6065,1_6065_c_01,What's Gunning with God? I'm afraid to ask.,0:08,LEONARD,BBT,,,,,,
1_6065,1_6065_c_02,"Oh, it is a hoot and a half.",0:11,PERSON,BBT,,,,,,
1_6065,1_6065_c_03,"You write your sins on a clay pigeon, they fire 'em up in the air, and you pulverize them with a 12-gauge shotgun full of our Lord's forgiveness.",0:22,PERSON,BBT,,,,,,
1_6065,1_6065_u,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",0:09,SHELDON,BBT,1,EMB,Disgust,Surprise,3,7
1_6092,1_6092_c_00,"Three, sadly, are dead.",0:02,RAJ,BBT,,,,,,
1_6092,1_6092_c_01,"Mom, you remember Rajesh?",0:06,SHELDON,BBT,,,,,,
1_6092,1_6092_c_02,"Rajesh, my mother. Of course.",0:08,SHELDON,BBT,,,,,,
1_6092,1_6092_c_03,Mrs. Cooper. So nice to see you again.,0:1,RAJ,BBT,,,,,,
1_6092,1_6092_c_04,"Well, it's so nice to see you, too.",0:12,PERSON,BBT,,,,,,
1_6092,1_6092_c_05,I thought it was our Indians that had the occasional alcohol problem.,0:21,PERSON,BBT,,,,,,
1_6092,1_6092_u,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0:09,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_6113,1_6113_c_00,Now I'm going out tonight. Would it be crazy to ask you to look at the outfit I'm going to wear?,0:02,PENNY,BBT,,,,,,
1_6113,1_6113_c_01,"Oh, not crazy at all.
And don't beat yourself up.",0:05,PERSON,BBT,,,,,,
1_6113,1_6113_c_02,"When I was your age, you could have me for a car ride and a bottle of strawberry wine.",0:09,PERSON,BBT,,,,,,
1_6113,1_6113_c_03,That will not be in this week's e-mail blast.,0:2,SHELDON,BBT,,,,,,
1_6113,1_6113_u,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",0:09,HOWARD,BBT,0,NONE,Surprise,Surprise,7,7
1_6134,1_6134_c_00,That lecture was a waste of time.,0:11,SHELDON,BBT,,,,,,
1_6134,1_6134_c_01,I made more accurate diagrams of the expansion of the early universe on the nursery wall with the contents of my diaper.,0:17,SHELDON,BBT,,,,,,
1_6134,1_6134_c_02,Are you getting sick?,0:21,AMY,BBT,,,,,,
1_6134,1_6134_u,"No, I'm just allergic to people who get Nobel Prizes for no good reason.",0:06,SHELDON,BBT,1,PRO,Anger,Neutral,3,8
1_6165,1_6165_c_00,"Okay, all right.",0:06,SHELDON,BBT,,,,,,
1_6165,1_6165_c_01,That one was clever.,0:08,SHELDON,BBT,,,,,,
1_6165,1_6165_c_02,Skeleton with phosphorous on a zip line.,0:12,SHELDON,BBT,,,,,,
1_6165,1_6165_c_03,"Come on out, merry pranksters.",0:14,SHELDON,BBT,,,,,,
1_6165,1_6165_c_04,Take a bow.,0:15,SHELDON,BBT,,,,,,
1_6165,1_6165_c_05,You should've seen your face.,0:22,RAJ,BBT,,,,,,
